jaar#atclaatst#atclaatst_naam_tekst#vergoeding#gebruikers#uitgiftes#DDD#vergoeding_per_gebruiker#vergoeding_per_uitgifte#uitgifte_per_gebruiker#DDD_per_uitgifte#vergoeding_per_DDD#DDD_per_gebruiker
2017 #A10BD16 #Metformine met canagliflozine #503 #3 #5 #255 #167.6 #100.6 #1.67 #51 #1.97 #85
2017 #A10BD20 #Metformine met empagliflozine #68020 #252.7 #1062 #46436 #269.2 #64.04 #4.2 #43.72 #1.46 #183.8
2017 #A10BF01 #Acarbose #132840 #1454 #10908 #185130 #91.39 #12.18 #7.5 #16.97 #0.72 #127.4
2017 #A10BG03 #Pioglitazon #163250 #4704 #41266 #1641100 #34.71 #3.96 #8.77 #39.77 #0.1 #348.9
2017 #A10BH01 #Sitagliptine #7499100 #21734 #182600 #5644600 #345 #41.07 #8.4 #30.91 #1.33 #259.7
2017 #A10BH02 #Vildagliptine #1598900 #5819 #52046 #1375500 #274.8 #30.72 #8.94 #26.43 #1.16 #236.4
2017 #A10BH03 #Saxagliptine #484410 #1280 #11885 #368290 #378.6 #40.76 #9.29 #30.99 #1.32 #287.8
2017 #A10BH05 #Linagliptine #2364300 #6527 #64399 #1835200 #362.2 #36.71 #9.87 #28.5 #1.29 #281.2
2017 #A10BJ01 #Exenatide #1006400 #988.6 #5152 #315030 #1018 #195.4 #5.21 #61.15 #3.19 #318.7
2017 #A10BJ02 #Liraglutide #12166300 #10310 #51427 #3148500 #1180 #236.6 #4.99 #61.22 #3.86 #305.4
2017 #A10BJ03 #Lixisenatide #51647 #88.66 #322 #18078 #582.5 #160.3 #3.63 #56.1 #2.86 #203.9
2017 #A10BJ05 #Dulaglutide #1699200 #1712 #8817 #515920 #992.5 #192.7 #5.15 #58.52 #3.29 #301.4
2017 #A10BK01 #Dapagliflozine #2279800 #6741 #36923 #1643600 #338.2 #61.74 #5.48 #44.51 #1.39 #243.8
2017 #A10BK02 #Canagliflozine #116580 #253.6 #1201 #62122 #459.7 #97.03 #4.74 #51.71 #1.88 #245
2017 #A10BK03 #Empagliflozine #1273200 #4335 #19929 #695200 #293.7 #63.89 #4.6 #34.88 #1.83 #160.4
2017 #A10BX02 #Repaglinide #39349 #631 #4730 #158410 #62.36 #8.32 #7.5 #33.49 #0.25 #251
2017 #A11CA01 #Retinol #69869 #641.5 #1450 #67379 #108.9 #48.2 #2.26 #46.48 #1.04 #105
2017 #A11CC02 #Dihydrotachysterol #119900 #1335 #12490 #153850 #89.79 #9.6 #9.35 #12.32 #0.78 #115.2
2017 #A11CC03 #Alfacalcidol #2935700 #40932 #532120 #5174800 #71.72 #5.52 #13 #9.72 #0.57 #126.4
2017 #A11CC04 #Calcitriol #248990 #1771 #17633 #212230 #140.6 #14.12 #9.96 #12.04 #1.17 #119.8
2017 #A11CC05 #Colecalciferol #17306800 #991170 #7101900 #374009200 #17.46 #2.44 #7.17 #52.66 #0.05 #377.3
2017 #A11DA01 #Thiamine #34419 #1124 #1768 #28295 #30.61 #19.47 #1.57 #16 #1.22 #25.17
2017 #A11GA01 #Ascorbinezuur #4448 #35.69 #100 #53615 #124.6 #44.66 #2.79 #538.3 #0.08 #1502
2017 #A11HA02 #Pyridoxine #309 #2 #7 #56 #154.6 #44.16 #3.5 #8.05 #5.49 #28.17
2017 #A11HA31 #Pantotheenzuur (ca-zout) #6 #1 #1 #5000 #5.7 #5.7 #1 #5000 #0.001 #5000
2017 #A12AA03 #Calciumgluconaat #733 #197.6 #831 #13149 #3.71 #0.88 #4.2 #15.82 #0.06 #66.53
2017 #A12AA04 #Calciumcarbonaat #2246300 #45372 #404640 #6950700 #49.51 #5.55 #8.92 #17.18 #0.32 #153.2
2017 #A12AA05 #Calciumlactaat #64 #1 #1 #500 #63.94 #63.94 #1 #500 #0.13 #500
2017 #A12AA20 #Calcium  combinatiepreparaten #10279 #491.4 #865 #113720 #20.92 #11.89 #1.76 #131.5 #0.09 #231.4
2017 #A12AX__ #Calcium met vitamine d en/of andere middelen #26397200 #498140 #4488400 #126940100 #52.99 #5.88 #9.01 #28.28 #0.21 #254.8
2017 #A12BA01 #Kaliumchloride #390830 #27330 #175640 #1853200 #14.3 #2.23 #6.43 #10.55 #0.21 #67.81
2017 #A12BA02 #Kaliumcitraat #685840 #1996 #7903 #368970 #343.6 #86.78 #3.96 #46.69 #1.86 #184.9
2017 #A12CB01 #Zinksulfaat #99811 #626.1 #1682 #37745 #159.4 #59.33 #2.69 #22.43 #2.64 #60.29
2017 #A12CC02 #Magnesiumsulfaat #80143 #127.2 #768 #24978 #629.9 #104.4 #6.03 #32.54 #3.21 #196.3
2017 #A12CC03 #Magnesiumgluconaat #106380 #908.6 #4053 #49382 #117.1 #26.25 #4.46 #12.18 #2.15 #54.35
2017 #A12CC05 #Magnesiumaspartaat #2115 #1 #26 #5400 #2115 #81.34 #26 #207.7 #0.39 #5400
2017 #A12CX__ #Overige mineraalproducten #307060 #1405 #4075 #3684100 #218.6 #75.35 #2.9 #904.1 #0.08 #2623
2017 #A14AB01 #Nandrolon #64308 #149.9 #515 #89200 #428.9 #124.8 #3.44 #173.2 #0.72 #595
2017 #A16AA01 #Levocarnitine #3377600 #2951 #11887 #690970 #1145 #284.1 #4.03 #58.13 #4.89 #234.1
2017 #A16AA04 #Mercaptamine #345110 #47.57 #464 #11648 #7255 #744 #9.75 #25.11 #29.63 #244.9
2017 #A16AA05 #Cargluminezuur #1835700 #13.11 #114 #24611 #140000 #16138 #8.68 #216.4 #74.59 #1877
2017 #A16AA06 #Betaine #151930 #50.65 #168 #10255 #2999 #905 #3.31 #61.09 #14.82 #202.4
2017 #A16AB02 #Imiglucerase #7007900 #48.88 #941 #6162 #143360 #7445 #19.26 #6.55 #1137 #126.1
2017 #A16AB10 #Velaglucerase alfa #3099000 #18.32 #250 #2524 #169200 #12401 #13.64 #10.1 #1228 #137.8
2017 #A16AX03 #Fenylboterzuur #419950 #31.05 #235 #3731 #13526 #1784 #7.58 #15.85 #112.6 #120.2
2017 #A16AX04 #Nitisinon #2029600 #54.92 #376 #20643 #36956 #5398 #6.85 #54.9 #98.32 #375.9
2017 #A16AX05 #Zinkacetaat #53914 #59.2 #151 #12483 #910.6 #356.1 #2.56 #82.45 #4.32 #210.8
2017 #A16AX06 #Miglustat #1424500 #14.98 #154 #6351 #95067 #9231 #10.3 #41.16 #224.3 #423.9
2017 #A16AX07 #Sapropterine #6358100 #157.6 #1286 #34375 #40342 #4943 #8.16 #26.73 #185 #218.1
2017 #A16AX10 #Eliglustat #670000 #7.45 #33 #1391 #89915 #20331 #4.42 #42.22 #481.6 #186.7
2017 #A16AX11 #Benzoaat natrium #49952 #31.33 #203 #103920 #1594 #246.2 #6.48 #512.2 #0.48 #3317
2017 #B01AA04 #Fenprocoumon #1225300 #74105 #245820 #18390200 #16.53 #4.98 #3.32 #74.81 #0.07 #248.2
2017 #B01AA07 #Acenocoumarol #3389600 #287410 #1096700 #42344200 #11.79 #3.09 #3.82 #38.61 #0.08 #147.3
2017 #B01AB01 #Heparine #225030 #1982 #4727 #9824 #113.5 #47.61 #2.38 #2.08 #22.91 #4.96
2017 #B01AB04 #Dalteparine #9233500 #52203 #93462 #5484500 #176.9 #98.79 #1.79 #58.68 #1.68 #105.1
2017 #B01AB05 #Enoxaparine #1499300 #13138 #21828 #1011500 #114.1 #68.69 #1.66 #46.34 #1.48 #76.99
2017 #B01AB06 #Nadroparine #13664500 #116070 #195690 #8107600 #117.7 #69.83 #1.69 #41.43 #1.69 #69.85
2017 #B01AB10 #Tinzaparine #3202900 #7831 #20270 #1869700 #409 #158 #2.59 #92.24 #1.71 #238.7
2017 #B01AC04 #Clopidogrel #3732600 #267600 #2504900 #73099000 #13.95 #1.49 #9.36 #29.18 #0.05 #273.2
2017 #B01AC06 #Acetylsalicylzuur #9068300 #737970 #7415800 #228458400 #12.29 #1.22 #10.05 #30.81 #0.04 #309.6
2017 #B01AC07 #Dipyridamol #9152600 #87774 #943450 #25687000 #104.3 #9.7 #10.75 #27.23 #0.36 #292.6
2017 #B01AC08 #Carbasalaatcalcium #4673500 #307030 #1223600 #93189000 #15.22 #3.82 #3.99 #76.16 #0.05 #303.5
2017 #B01AC09 #Epoprostenol #845270 #43.63 #1124 #31897 #19375 #752 #25.76 #28.38 #26.5 #731.1
2017 #B01AC11 #Iloprost #655160 #34.52 #270 #5220 #18977 #2424 #7.83 #19.31 #125.5 #151.2
2017 #B01AC21 #Treprostinil #4203400 #27.92 #107 #11457 #150560 #39303 #3.83 #107.1 #366.9 #410.4
2017 #B01AC22 #Prasugrel #1520500 #3814 #24253 #858360 #398.7 #62.7 #6.36 #35.39 #1.77 #225
2017 #B01AC24 #Ticagrelor #16633600 #38058 #229780 #7614500 #437.1 #72.39 #6.04 #33.14 #2.18 #200.1
2017 #B01AC27 #Selexipag #2469700 #100.6 #799 #22201 #24540 #3091 #7.94 #27.79 #111.2 #220.6
2017 #B01AC30 #Combinatiepreparaten #1557500 #10169 #92886 #3086300 #153.2 #16.77 #9.13 #33.23 #0.5 #303.5
2017 #B01AD02 #Alteplase #8705 #1 #8 #8 #8705 #1088 #8 #1 #1088 #8
2017 #B01AD04 #Urokinase #822 #3.09 #4 #0.4 #266.4 #186.8 #1.43 #0.08 #2255 #0.12
2017 #B01AE07 #Dabigatranetexilaat #31113700 #53403 #255270 #12402400 #582.6 #121.9 #4.78 #48.59 #2.51 #232.2
2017 #B01AF01 #Rivaroxaban #43405900 #84274 #541590 #19549500 #515.1 #80.15 #6.43 #36.1 #2.22 #232
2017 #B01AF02 #Apixaban #31311200 #54498 #443050 #12839100 #574.5 #70.67 #8.13 #28.98 #2.44 #235.6
2017 #B01AF03 #Edoxaban #5111300 #10759 #57212 #2024000 #475.1 #89.34 #5.32 #35.38 #2.53 #188.1
2017 #B01AX05 #Fondaparinux #854270 #4664 #8350 #172220 #183.1 #102.3 #1.79 #20.63 #4.96 #36.92
2017 #B02AA02 #Tranexaminezuur #530230 #20439 #33038 #462580 #25.94 #16.05 #1.62 #14 #1.15 #22.63
2017 #B02BA01 #Fytomenadion #492640 #22793 #36625 #114900 #21.61 #13.45 #1.61 #3.14 #4.29 #5.04
2017 #B02BX04 #Romiplostim #5869500 #205.2 #2167 #84572 #28598 #2708 #10.56 #39.02 #69.4 #412.1
2017 #B02BX05 #Eltrombopag #5998100 #448 #2938 #84951 #13390 #2041 #6.56 #28.91 #70.61 #189.6
2017 #B03AA02 #Ferrofumaraat #935070 #234900 #1177800 #15328100 #3.98 #0.79 #5.01 #13.01 #0.06 #65.25
2017 #B03AA03 #Ferrogluconaat #41559 #9272 #17882 #319020 #4.48 #2.32 #1.93 #17.84 #0.13 #34.41
2017 #B03AA05 #Ferrochloride #7709 #414.4 #656 #9999 #18.6 #11.76 #1.58 #15.25 #0.77 #24.13
2017 #B03AA07 #Ferrosulfaat #311890 #31115 #174120 #2108300 #10.02 #1.79 #5.6 #12.11 #0.15 #67.76
2017 #B03AC__ #Parenterale ijzerpreparaten #239820 #1166 #2258 #10560 #205.7 #106.2 #1.94 #4.68 #22.71 #9.06
2017 #B03BA01 #Cyanocobalamine #16920 #2021 #4253 #932930 #8.37 #3.98 #2.1 #219.4 #0.02 #461.7
2017 #B03BA03 #Hydroxocobalamine #1247900 #198060 #456450 #99645400 #6.3 #2.73 #2.3 #218.3 #0.01 #503.1
2017 #B03BB01 #Foliumzuur #1059200 #138180 #941280 #203546200 #7.67 #1.13 #6.81 #216.2 #0.005 #1473
2017 #B03XA01 #Epoetine #8109500 #4445 #14039 #1203100 #1825 #577.6 #3.16 #85.7 #6.74 #270.7
2017 #B03XA02 #Darbepoetine alfa #24154600 #9652 #41568 #2995300 #2503 #581.1 #4.31 #72.06 #8.06 #310.3
2017 #B03XA03 #Methoxypolyethyleenglycolepoetine beta #2306700 #1664 #7625 #318810 #1386 #302.5 #4.58 #41.81 #7.24 #191.6
2017 #B05AA01 #Albumine #116610 #11.24 #79 #160 #10378 #1474 #7.04 #2.03 #726.7 #14.28
2017 #B05BA01 #Aminozuren #5972 #3.07 #38 #55 #1947 #156.1 #12.47 #1.43 #109.4 #17.79
2017 #B05BA02 #Vetemulsies #8968 #13.92 #39 #151 #644.4 #227.6 #2.83 #3.84 #59.25 #10.88
2017 #B05BA03 #Koolhydraten #29433 #666.1 #1115 #2876 #44.19 #26.41 #1.67 #2.58 #10.23 #4.32
2017 #B05BA10 #Combinatiepreparaten #8045600 #601.5 #5844 #123300 #13376 #1377 #9.72 #21.1 #65.25 #205
2017 #B05BB01 #Elektrolyten #2835500 #40830 #104790 #139800 #69.45 #27.06 #2.57 #1.33 #20.28 #3.42
2017 #B05BB02 #Elektrolyten met koolhydraten #93159 #232.7 #1532 #30908 #400.3 #60.83 #6.58 #20.18 #3.01 #132.8
2017 #B05CA05 #Taurolidine #3018 #6.6 #17 #703 #457.4 #173.9 #2.63 #40.49 #4.3 #106.5
2017 #B05CB10 #Combinatiepreparaten #2663 #50.48 #159 #5272 #52.76 #16.79 #3.14 #33.23 #0.51 #104.4
2017 #B05CX01 #Glucose #27 #2.02 #4 #3089 #13.6 #6.55 #2.07 #737.2 #0.009 #1529
2017 #B05CX03 #Glycine #122 #2.28 #3 #64 #53.4 #36.08 #1.48 #19.11 #1.89 #28.28
2017 #B05CX__ #Overige irrigatievloeistoffen #362 #7.06 #10 #18 #51.3 #35.61 #1.44 #1.81 #19.71 #2.6
2017 #B05XA01 #Kaliumchloride #49579 #98.05 #763 #61564 #505.6 #64.99 #7.78 #80.7 #0.81 #627.9
2017 #B05XA03 #Natriumchloride #102820 #510.8 #1056 #1552 #201.3 #97.38 #2.07 #1.47 #66.24 #3.04
